Closing Date,City,SP,SqFt,Sale $/SqFt,Age
2/2/2016,HAYWARD,"$440,000 ",1318,$334 ,69
10/28/2016,HAYWARD,"$410,000 ",1040,$394 ,66
6/30/2016,HAYWARD,"$460,000 ",1064,$432 ,51
8/18/2016,HAYWARD,"$455,000 ",840,$542 ,74
3/17/2016,HAYWARD,"$465,000 ",1127,$413 ,96
9/6/2016,HAYWARD,"$442,000 ",1572,$281 ,64
7/6/2016,HAYWARD,"$399,950 ",1000,$400 ,62
4/7/2016,HAYWARD,"$411,000 ",1312,$313 ,91
7/12/2016,HAYWARD,"$455,000 ",1000,$455 ,59
2/9/2016,HAYWARD,"$435,000 ",1700,$256 ,62
5/26/2016,HAYWARD,"$462,000 ",1434,$322 ,76
5/18/2016,HAYWARD,"$462,000 ",1161,$398 ,61
9/8/2016,HAYWARD,"$400,000 ",968,$413 ,126
7/27/2016,HAYWARD,"$340,000 ",1313,$259 ,85
6/2/2016,HAYWARD,"$400,000 ",951,$421 ,66
1/8/2016,HAYWARD,"$450,000 ",998,$451 ,65
11/10/2016,HAYWARD,"$460,000 ",1000,$460 ,61
9/2/2016,HAYWARD,"$418,000 ",1040,$402 ,66
4/6/2016,HAYWARD,"$440,000 ",1128,$390 ,59
1/29/2016,HAYWARD,"$375,000 ",1150,$326 ,24
5/5/2016,HAYWARD,"$485,000 ",836,$580 ,63
11/30/2016,HAYWARD,"$530,000 ",1722,$308 ,91
1/15/2016,HAYWARD,"$450,000 ",1176,$383 ,70
11/8/2016,HAYWARD,"$455,000 ",750,$607 ,110
5/31/2016,HAYWARD,"$435,000 ",741,$587 ,64
10/14/2016,HAYWARD,"$449,000 ",824,$545 ,65
1/15/2016,HAYWARD,"$505,000 ",1119,$451 ,61
7/14/2016,HAYWARD,"$480,000 ",1446,$332 ,60
12/22/2016,HAYWARD,"$435,000 ",780,$558 ,67
2/11/2016,HAYWARD,"$415,000 ",1171,$354 ,74
1/29/2016,HAYWARD,"$420,888 ",936,$450 ,69
8/16/2016,HAYWARD,"$435,000 ",1000,$435 ,62
7/11/2016,HAYWARD,"$480,000 ",1069,$449 ,64
10/31/2016,HAYWARD,"$431,000 ",1204,$358 ,55
7/7/2016,HAYWARD,"$450,000 ",841,$535 ,66
3/25/2016,HAYWARD,"$455,000 ",1162,$392 ,61
12/8/2016,HAYWARD,"$479,980 ",1050,$457 ,64
2/22/2016,HAYWARD,"$518,000 ",1041,$498 ,64
6/7/2016,HAYWARD,"$450,000 ",1064,$423 ,52
1/13/2016,HAYWARD,"$452,000 ",1154,$392 ,65
2/25/2016,HAYWARD,"$440,000 ",1128,$390 ,59
11/23/2016,HAYWARD,"$460,000 ",960,$479 ,64
3/15/2016,HAYWARD,"$425,000 ",1325,$321 ,66
3/16/2016,HAYWARD,"$466,000 ",1240,$376 ,65
1/22/2016,HAYWARD,"$425,000 ",1162,$366 ,64
1/29/2016,HAYWARD,"$500,000 ",1026,$487 ,63
7/10/2016,HAYWARD,"$430,000 ",1000,$430 ,88
11/27/2016,HAYWARD,"$490,000 ",1372,$357 ,66
4/28/2016,HAYWARD,"$432,000 ",971,$445 ,68
3/30/2016,HAYWARD,"$426,000 ",,,62
4/5/2016,HAYWARD,"$450,000 ",976,$461 ,92
12/30/2016,HAYWARD,"$415,000 ",870,$477 ,69
3/25/2016,HAYWARD,"$482,500 ",951,$507 ,66
12/7/2016,HAYWARD,"$515,000 ",1169,$441 ,59
6/20/2016,HAYWARD,"$475,000 ",927,$512 ,64
12/13/2016,HAYWARD,"$390,000 ",1125,$347 ,50
12/21/2016,HAYWARD,"$420,000 ",1042,$403 ,64
5/16/2016,HAYWARD,"$470,100 ",1161,$405 ,61
2/17/2016,HAYWARD,"$435,000 ",854,$509 ,74
5/5/2016,HAYWARD,"$452,000 ",1125,$402 ,61
2/19/2016,HAYWARD,"$487,000 ",1600,$304 ,64
8/11/2016,HAYWARD,"$485,000 ",1252,$387 ,61
8/5/2016,HAYWARD,"$490,000 ",1052,$466 ,63
2/26/2016,HAYWARD,"$480,000 ",1167,$411 ,64
6/22/2016,HAYWARD,"$520,000 ",1490,$349 ,65
10/28/2016,HAYWARD,"$425,000 ",,,65
3/10/2016,HAYWARD,"$443,000 ",1040,$426 ,66
4/14/2016,HAYWARD,"$480,000 ",951,$505 ,66
5/20/2016,HAYWARD,"$460,000 ",,,70
6/8/2016,HAYWARD,"$512,500 ",1366,$375 ,91
12/1/2016,HAYWARD,"$515,000 ",2480,$208 ,87
4/15/2016,HAYWARD,"$425,000 ",,,69
10/7/2016,HAYWARD,"$490,000 ",1000,$490 ,61
3/31/2016,HAYWARD,"$434,000 ",1128,$385 ,58
7/8/2016,HAYWARD,"$435,000 ",700,$621 ,63
9/14/2016,HAYWARD,"$495,000 ",1052,$471 ,63
11/23/2016,HAYWARD,"$485,000 ",1162,$417 ,64
2/4/2016,HAYWARD,"$450,000 ",1000,$450 ,62
5/27/2016,HAYWARD,"$432,000 ",721,$599 ,66
11/4/2016,HAYWARD,"$450,000 ",841,$535 ,66
3/11/2016,HAYWARD,"$502,000 ",980,$512 ,73
5/11/2016,HAYWARD,"$501,500 ",1182,$424 ,64
2/26/2016,HAYWARD,"$435,000 ",808,$538 ,74
6/7/2016,HAYWARD,"$460,000 ",1282,$359 ,70
3/31/2016,HAYWARD,"$460,000 ",1059,$434 ,64
9/2/2016,HAYWARD,"$460,000 ",840,$548 ,74
10/14/2016,HAYWARD,"$450,000 ",806,$558 ,73
12/23/2016,HAYWARD,"$430,000 ",750,$573 ,88
11/30/2016,HAYWARD,"$357,500 ",1014,$353 ,65
9/30/2016,HAYWARD,"$450,000 ",850,$529 ,74
4/28/2016,HAYWARD,"$485,000 ",1298,$374 ,62
7/29/2016,HAYWARD,"$530,000 ",1152,$460 ,58
9/2/2016,HAYWARD,"$460,000 ",841,$547 ,66
11/27/2016,HAYWARD,"$465,000 ",1000,$465 ,62
12/30/2016,HAYWARD,"$505,000 ",1175,$430 ,68
8/10/2016,HAYWARD,"$463,000 ",1343,$345 ,60
2/1/2016,HAYWARD,"$450,000 ",1051,$428 ,66
12/7/2016,HAYWARD,"$465,000 ",1093,$425 ,66
2/29/2016,HAYWARD,"$500,000 ",1034,$484 ,64
2/2/2016,HAYWARD,"$465,000 ",1807,$257 ,66
8/5/2016,HAYWARD,"$515,000 ",1318,$391 ,66
8/25/2016,HAYWARD,"$430,000 ",951,$452 ,65
6/24/2016,HAYWARD,"$460,000 ",1052,$437 ,67
3/28/2016,HAYWARD,"$449,950 ",1236,$364 ,69
4/8/2016,HAYWARD,"$420,000 ",893,$470 ,79
5/13/2016,HAYWARD,"$505,000 ",1059,$477 ,64
9/30/2016,HAYWARD,"$450,000 ",961,$468 ,75
7/18/2016,HAYWARD,"$485,000 ",1303,$372 ,68
2/9/2016,HAYWARD,"$465,888 ",1455,$320 ,65
6/12/2016,HAYWARD,"$491,000 ",1264,$388 ,62
6/24/2016,HAYWARD,"$400,000 ",1007,$397 ,65
1/28/2016,HAYWARD,"$500,000 ",1025,$488 ,65
12/23/2016,HAYWARD,"$458,000 ",1031,$444 ,65
6/15/2016,HAYWARD,"$485,000 ",1015,$478 ,60
3/22/2016,HAYWARD,"$515,000 ",1070,$481 ,65
5/18/2016,HAYWARD,"$470,000 ",940,$500 ,69
5/23/2016,HAYWARD,"$475,000 ",1000,$475 ,66
1/12/2016,HAYWARD,"$390,000 ",1575,$248 ,98
2/17/2016,HAYWARD,"$430,000 ",1172,$367 ,74
12/28/2016,HAYWARD,"$450,000 ",1107,$407 ,59
2/28/2016,HAYWARD,"$450,000 ",955,$471 ,74
3/11/2016,HAYWARD,"$450,000 ",1098,$410 ,65
10/5/2016,HAYWARD,"$455,000 ",846,$538 ,40
2/19/2016,HAYWARD,"$470,000 ",951,$494 ,71
11/10/2016,HAYWARD,"$500,000 ",998,$501 ,65
3/9/2016,HAYWARD,"$520,000 ",1070,$486 ,65
10/24/2016,HAYWARD,"$485,000 ",1000,$485 ,62
5/26/2016,HAYWARD,"$420,000 ",600,$700 ,86
1/15/2016,HAYWARD,"$500,000 ",1059,$472 ,64
8/16/2016,HAYWARD,"$480,000 ",950,$505 ,49
6/21/2016,HAYWARD,"$493,000 ",1079,$457 ,66
4/29/2016,HAYWARD,"$510,000 ",839,$608 ,69
9/8/2016,HAYWARD,"$455,000 ",1120,$406 ,62
6/3/2016,HAYWARD,"$460,000 ",,,74
8/5/2016,HAYWARD,"$483,000 ",1041,$464 ,66
9/26/2016,HAYWARD,"$453,000 ",,,60
5/26/2016,HAYWARD,"$500,500 ",1119,$447 ,61
1/7/2016,HAYWARD,"$465,000 ",1444,$322 ,61
5/20/2016,HAYWARD,"$450,000 ",1497,$301 ,61
9/19/2016,HAYWARD,"$510,000 ",990,$515 ,65
7/1/2016,HAYWARD,"$455,000 ",1046,$435 ,64
5/23/2016,HAYWARD,"$505,500 ",1000,$506 ,62
7/12/2016,HAYWARD,"$510,000 ",1000,$510 ,62
8/22/2016,HAYWARD,"$520,000 ",1065,$488 ,65
4/11/2016,HAYWARD,"$495,000 ",1000,$495 ,62
10/25/2016,HAYWARD,"$500,000 ",,,66
2/22/2016,HAYWARD,"$515,000 ",,,65
8/16/2016,HAYWARD,"$493,000 ",1078,$457 ,68
1/11/2016,HAYWARD,"$527,000 ",1725,$306 ,61
9/19/2016,HAYWARD,"$465,000 ",951,$489 ,66
9/5/2016,HAYWARD,"$491,000 ",1139,$431 ,64
9/13/2016,HAYWARD,"$480,000 ",1100,$436 ,64
3/1/2016,HAYWARD,"$481,000 ",1086,$443 ,64
9/1/2016,HAYWARD,"$510,000 ",1318,$387 ,69
7/22/2016,HAYWARD,"$500,000 ",1124,$445 ,67
3/8/2016,HAYWARD,"$475,000 ",820,$579 ,65
9/13/2016,HAYWARD,"$520,000 ",1490,$349 ,64
9/30/2016,HAYWARD,"$500,000 ",1114,$449 ,91
6/1/2016,HAYWARD,"$530,000 ",1169,$453 ,66
5/3/2016,HAYWARD,"$500,000 ",1010,$495 ,65
6/15/2016,HAYWARD,"$500,000 ",1052,$475 ,64
9/1/2016,HAYWARD,"$475,000 ",1372,$346 ,55
9/21/2016,HAYWARD,"$475,000 ",1059,$449 ,64
8/30/2016,HAYWARD,"$510,000 ",1173,$435 ,67
11/10/2016,HAYWARD,"$510,000 ",1264,$403 ,62
10/25/2016,HAYWARD,"$455,000 ",1176,$387 ,96
9/30/2016,HAYWARD,"$490,000 ",951,$515 ,65
6/8/2016,HAYWARD,"$510,000 ",1232,$414 ,65
7/15/2016,HAYWARD,"$499,000 ",1000,$499 ,62
12/1/2016,HAYWARD,"$479,000 ",1038,$461 ,57
7/29/2016,HAYWARD,"$510,000 ",1000,$510 ,61
3/8/2016,HAYWARD,"$485,000 ",1794,$270 ,16
3/30/2016,HAYWARD,"$528,000 ",,,62
8/26/2016,HAYWARD,"$500,000 ",965,$518 ,66
8/26/2016,HAYWARD,"$500,000 ",1000,$500 ,66
1/20/2016,HAYWARD,"$513,500 ",1345,$382 ,65
12/28/2016,HAYWARD,"$475,000 ",1331,$357 ,88
11/23/2016,HAYWARD,"$495,000 ",1000,$495 ,61
9/23/2016,HAYWARD,"$470,000 ",1176,$400 ,59
11/15/2016,HAYWARD,"$535,000 ",1056,$507 ,56
10/15/2016,HAYWARD,"$495,000 ",1023,$484 ,64
9/28/2016,HAYWARD,"$511,000 ",1080,$473 ,63
5/13/2016,HAYWARD,"$515,000 ",1438,$358 ,79
7/12/2016,HAYWARD,"$509,000 ",1128,$451 ,57
1/27/2016,HAYWARD,"$440,000 ",1250,$352 ,71
9/22/2016,HAYWARD,"$490,000 ",1042,$470 ,64
3/15/2016,HAYWARD,"$450,000 ",964,$467 ,66
11/2/2016,HAYWARD,"$482,000 ",1596,$302 ,65
1/29/2016,HAYWARD,"$483,000 ",1188,$407 ,58
11/17/2016,HAYWARD,"$500,000 ",1167,$428 ,64
1/25/2016,HAYWARD,"$483,000 ",1182,$409 ,65
6/27/2016,HAYWARD,"$545,000 ",1410,$387 ,61
6/24/2016,HAYWARD,"$510,000 ",1316,$388 ,69
1/27/2016,HAYWARD,"$560,000 ",1280,$438 ,57
7/29/2016,HAYWARD,"$525,000 ",1081,$486 ,62
10/14/2016,HAYWARD,"$480,000 ",1059,$453 ,64
11/23/2016,HAYWARD,"$520,000 ",1139,$457 ,64
7/14/2016,HAYWARD,"$499,950 ",1320,$379 ,63
8/24/2016,HAYWARD,"$505,000 ",1100,$459 ,64
5/27/2016,HAYWARD,"$490,000 ",1075,$456 ,62
1/8/2016,HAYWARD,"$486,000 ",1419,$342 ,61
5/20/2016,HAYWARD,"$530,000 ",1119,$474 ,61
6/28/2016,HAYWARD,"$560,000 ",1164,$481 ,57
8/30/2016,HAYWARD,"$488,000 ",1000,$488 ,62
11/7/2016,HAYWARD,"$500,000 ",1175,$426 ,60
8/18/2016,HAYWARD,"$530,000 ",951,$557 ,66
4/28/2016,HAYWARD,"$485,000 ",1040,$466 ,62
12/23/2016,HAYWARD,"$496,000 ",1040,$477 ,66
6/1/2016,HAYWARD,"$545,000 ",1050,$519 ,64
6/29/2016,HAYWARD,"$450,000 ",998,$451 ,96
9/16/2016,HAYWARD,"$490,000 ",962,$509 ,70
11/23/2016,HAYWARD,"$455,000 ",1012,$450 ,65
4/8/2016,HAYWARD,"$550,000 ",1087,$506 ,33
8/31/2016,HAYWARD,"$520,000 ",1503,$346 ,66
1/15/2016,HAYWARD,"$525,000 ",1700,$309 ,69
11/30/2016,HAYWARD,"$500,000 ",1000,$500 ,62
3/31/2016,HAYWARD,"$512,000 ",1264,$405 ,59
6/24/2016,HAYWARD,"$535,000 ",951,$563 ,67
8/31/2016,HAYWARD,"$520,000 ",1210,$430 ,61
12/31/2016,HAYWARD,"$500,000 ",1000,$500 ,63
10/27/2016,HAYWARD,"$495,000 ",1105,$448 ,66
9/28/2016,HAYWARD,"$525,000 ",1208,$435 ,70
10/19/2016,HAYWARD,"$510,000 ",1031,$495 ,65
10/13/2016,HAYWARD,"$490,000 ",1050,$467 ,64
1/15/2016,HAYWARD,"$520,000 ",1119,$465 ,61
8/19/2016,HAYWARD,"$510,000 ",,,65
7/6/2016,HAYWARD,"$510,000 ",1220,$418 ,64
1/4/2016,HAYWARD,"$494,000 ",1130,$437 ,64
5/13/2016,HAYWARD,"$524,900 ",1156,$454 ,65
12/14/2016,HAYWARD,"$500,000 ",1146,$436 ,62
10/25/2016,HAYWARD,"$530,000 ",1209,$438 ,64
5/12/2016,HAYWARD,"$493,000 ",1331,$370 ,57
9/30/2016,HAYWARD,"$500,500 ",1041,$481 ,64
2/25/2016,HAYWARD,"$505,000 ",1086,$465 ,64
9/4/2016,HAYWARD,"$530,000 ",1620,$327 ,66
9/22/2016,HAYWARD,"$535,000 ",1210,$442 ,61
9/23/2016,HAYWARD,"$552,000 ",1482,$372 ,68
2/26/2016,HAYWARD,"$550,000 ",1153,$477 ,58
1/8/2016,HAYWARD,"$515,000 ",1743,$295 ,76
6/7/2016,HAYWARD,"$498,000 ",1108,$449 ,61
4/5/2016,HAYWARD,"$550,000 ",1590,$346 ,61
10/24/2016,HAYWARD,"$510,000 ",1351,$377 ,66
4/21/2016,HAYWARD,"$511,000 ",984,$519 ,70
7/20/2016,HAYWARD,"$504,000 ",887,$568 ,67
3/15/2016,HAYWARD,"$510,000 ",1239,$412 ,66
7/29/2016,HAYWARD,"$520,000 ",1070,$486 ,64
6/24/2016,HAYWARD,"$530,000 ",1210,$438 ,61
8/18/2016,HAYWARD,"$497,000 ",1444,$344 ,64
6/23/2016,HAYWARD,"$562,000 ",1128,$498 ,58
11/2/2016,HAYWARD,"$515,000 ",1128,$457 ,60
10/27/2016,HAYWARD,"$540,000 ",1142,$473 ,64
5/27/2016,HAYWARD,"$520,000 ",1064,$489 ,106
9/13/2016,HAYWARD,"$550,000 ",1034,$532 ,63
8/26/2016,HAYWARD,"$589,000 ",1128,$522 ,59
11/17/2016,HAYWARD,"$510,000 ",1232,$414 ,26
5/3/2016,HAYWARD,"$550,000 ",1161,$474 ,61
11/23/2016,HAYWARD,"$550,000 ",1875,$293 ,62
6/15/2016,HAYWARD,"$475,000 ",1375,$345 ,64
8/22/2016,HAYWARD,"$540,000 ",1165,$464 ,63
11/30/2016,HAYWARD,"$500,000 ",1042,$480 ,64
8/9/2016,HAYWARD,"$541,000 ",1173,$461 ,58
1/20/2016,HAYWARD,"$535,000 ",1680,$318 ,86
1/22/2016,HAYWARD,"$585,000 ",1303,$449 ,65
9/19/2016,HAYWARD,"$580,000 ",1128,$514 ,59
12/15/2016,HAYWARD,"$520,000 ",1375,$378 ,67
1/24/2016,HAYWARD,"$482,000 ",1726,$279 ,61
10/25/2016,HAYWARD,"$570,000 ",2249,$253 ,68
1/29/2016,HAYWARD,"$560,000 ",1173,$477 ,58
6/29/2016,HAYWARD,"$540,000 ",1176,$459 ,60
8/19/2016,HAYWARD,"$550,000 ",980,$561 ,66
8/18/2016,HAYWARD,"$535,000 ",1159,$462 ,61
9/15/2016,HAYWARD,"$499,000 ",1161,$430 ,61
12/30/2016,HAYWARD,"$520,000 ",1254,$415 ,61
11/4/2016,HAYWARD,"$523,000 ",1166,$449 ,74
4/15/2016,HAYWARD,"$465,000 ",1474,$315 ,40
8/5/2016,HAYWARD,"$535,000 ",984,$544 ,71
6/10/2016,HAYWARD,"$505,000 ",1167,$433 ,66
7/7/2016,HAYWARD,"$512,500 ",1114,$460 ,64
6/16/2016,HAYWARD,"$500,000 ",1221,$410 ,77
8/30/2016,HAYWARD,"$500,000 ",1114,$449 ,64
3/2/2016,HAYWARD,"$540,000 ",2547,$212 ,48
8/11/2016,HAYWARD,"$504,000 ",1119,$450 ,61
10/17/2016,HAYWARD,"$524,500 ",1142,$459 ,62
11/16/2016,HAYWARD,"$500,000 ",,,64
6/12/2016,HAYWARD,"$494,000 ",,,61
10/3/2016,HAYWARD,"$505,000 ",,,33
10/3/2016,HAYWARD,"$505,000 ",1053,,68
6/14/2016,HAYWARD,"$530,000 ",1125,$471 ,50
1/5/2016,HAYWARD,"$516,000 ",1285,$402 ,60
8/12/2016,HAYWARD,"$540,000 ",1524,$354 ,57
6/22/2016,HAYWARD,"$505,000 ",1220,$414 ,64
5/19/2016,HAYWARD,"$505,000 ",1180,$428 ,61
8/2/2016,HAYWARD,"$550,000 ",1221,$450 ,65
9/9/2016,HAYWARD,"$520,000 ",1621,$321 ,63
12/23/2016,HAYWARD,"$502,000 ",1340,$375 ,66
4/21/2016,HAYWARD,"$542,000 ",1526,$355 ,65
3/9/2016,HAYWARD,"$572,000 ",1430,$400 ,61
8/29/2016,HAYWARD,"$515,000 ",1040,$495 ,66
3/30/2016,HAYWARD,"$620,000 ",1162,$534 ,68
6/7/2016,HAYWARD,"$538,000 ",1200,$448 ,75
2/5/2016,HAYWARD,"$500,000 ",1181,$423 ,57
7/7/2016,HAYWARD,"$500,000 ",,,68
9/16/2016,HAYWARD,"$501,000 ",1554,$322 ,60
12/14/2016,HAYWARD,"$520,000 ",1536,$339 ,72
10/31/2016,HAYWARD,"$494,000 ",1056,$468 ,55
10/12/2016,HAYWARD,"$535,000 ",1165,$459 ,63
12/29/2016,HAYWARD,"$500,000 ",1453,$344 ,70
3/10/2016,HAYWARD,"$499,000 ",999,$499 ,59
9/27/2016,HAYWARD,"$525,000 ",1539,$341 ,64
12/9/2016,HAYWARD,"$515,000 ",1300,$396 ,65
5/31/2016,HAYWARD,"$520,000 ",1070,$486 ,64
10/7/2016,HAYWARD,"$510,000 ",1432,$356 ,59
2/26/2016,HAYWARD,"$550,000 ",1181,$466 ,57
12/16/2016,HAYWARD,"$510,000 ",1060,$481 ,63
9/7/2016,HAYWARD,"$520,000 ",1330,$391 ,61
8/22/2016,HAYWARD,"$515,000 ",1128,$457 ,59
1/28/2016,HAYWARD,"$580,000 ",1676,$346 ,36
8/11/2016,HAYWARD,"$535,000 ",2247,$238 ,59
6/14/2016,HAYWARD,"$465,000 ",1260,$369 ,57
11/2/2016,HAYWARD,"$500,000 ",1292,$387 ,77
4/19/2016,HAYWARD,"$515,000 ",1387,$371 ,66
3/25/2016,HAYWARD,"$521,000 ",1501,$347 ,56
2/10/2016,HAYWARD,"$500,000 ",1165,$429 ,62
8/22/2016,HAYWARD,"$525,000 ",1119,$469 ,60
9/14/2016,HAYWARD,"$505,000 ",1240,$407 ,66
8/31/2016,HAYWARD,"$560,000 ",1119,$500 ,60
8/15/2016,HAYWARD,"$505,000 ",1175,$430 ,61
9/15/2016,HAYWARD,"$514,000 ",1050,$490 ,54
4/27/2016,HAYWARD,"$531,000 ",1940,$274 ,31
8/12/2016,HAYWARD,"$560,000 ",1130,$496 ,63
11/10/2016,HAYWARD,"$565,000 ",1082,$522 ,64
6/10/2016,HAYWARD,"$511,800 ",,,70
4/15/2016,HAYWARD,"$550,000 ",1296,$424 ,64
3/24/2016,HAYWARD,"$545,000 ",1280,$426 ,37
10/14/2016,HAYWARD,"$510,000 ",1073,$475 ,62
9/29/2016,HAYWARD,"$540,000 ",1014,$533 ,65
7/6/2016,HAYWARD,"$520,000 ",1182,$440 ,64
1/12/2016,HAYWARD,"$510,000 ",1210,$421 ,60
12/30/2016,HAYWARD,"$510,000 ",1130,$451 ,64
8/22/2016,HAYWARD,"$530,000 ",1707,$310 ,59
8/26/2016,HAYWARD,"$555,000 ",1260,$440 ,60
8/30/2016,HAYWARD,"$575,000 ",1204,$478 ,58
10/31/2016,HAYWARD,"$585,000 ",1210,$483 ,59
7/7/2016,HAYWARD,"$515,000 ",1227,$420 ,61
6/28/2016,HAYWARD,"$507,500 ",,,76
9/30/2016,HAYWARD,"$571,000 ",1119,$510 ,60
4/29/2016,HAYWARD,"$515,000 ",,,61
12/8/2016,HAYWARD,"$525,000 ",1300,$404 ,61
1/13/2016,HAYWARD,"$509,500 ",1163,$438 ,56
3/31/2016,HAYWARD,"$555,116 ",2168,$256 ,65
8/30/2016,HAYWARD,"$512,000 ",1443,$355 ,64
3/31/2016,HAYWARD,"$535,000 ",1208,$443 ,35
8/22/2016,HAYWARD,"$515,000 ",1078,$478 ,61
8/11/2016,HAYWARD,"$550,000 ",1182,$465 ,65
6/15/2016,HAYWARD,"$540,000 ",1143,$472 ,60
4/1/2016,HAYWARD,"$535,000 ",1132,$473 ,27
4/25/2016,HAYWARD,"$550,000 ",1187,$463 ,67
3/1/2016,HAYWARD,"$528,000 ",1311,$403 ,59
4/25/2016,HAYWARD,"$505,000 ",1400,$361 ,69
5/23/2016,HAYWARD,"$545,000 ",1422,$383 ,64
2/3/2016,HAYWARD,"$500,000 ",1128,$443 ,60
5/13/2016,HAYWARD,"$571,000 ",1246,$458 ,60
6/29/2016,HAYWARD,"$572,000 ",1260,$454 ,53
8/19/2016,HAYWARD,"$557,500 ",1172,$476 ,62
10/18/2016,HAYWARD,"$560,000 ",1230,$455 ,69
12/1/2016,HAYWARD,"$575,000 ",1121,$513 ,57
12/8/2016,HAYWARD,"$555,000 ",1289,$431 ,65
2/5/2016,HAYWARD,"$550,000 ",1474,$373 ,58
8/3/2016,HAYWARD,"$530,000 ",1047,$506 ,64
2/9/2016,HAYWARD,"$530,000 ",1447,$366 ,61
6/30/2016,HAYWARD,"$530,000 ",1529,$347 ,107
6/17/2016,HAYWARD,"$530,000 ",1230,$431 ,70
2/1/2016,HAYWARD,"$525,000 ",1600,$328 ,60
6/24/2016,HAYWARD,"$585,000 ",,,96
11/23/2016,HAYWARD,"$524,950 ",1597,$329 ,60
7/19/2016,HAYWARD,"$510,000 ",1000,$510 ,66
7/21/2016,HAYWARD,"$560,000 ",1449,$386 ,59
10/18/2016,HAYWARD,"$530,000 ",1119,$474 ,61
3/10/2016,HAYWARD,"$561,000 ",1349,$416 ,7
7/8/2016,HAYWARD,"$513,000 ",2035,$252 ,65
7/1/2016,HAYWARD,"$563,000 ",1179,$478 ,61
6/30/2016,HAYWARD,"$518,000 ",1200,$432 ,61
7/5/2016,HAYWARD,"$595,000 ",1233,$483 ,60
11/18/2016,HAYWARD,"$525,000 ",1090,$482 ,65
8/26/2016,HAYWARD,"$525,000 ",1393,$377 ,66
7/11/2016,HAYWARD,"$576,000 ",1161,$496 ,58
11/29/2016,HAYWARD,"$540,000 ",1229,$439 ,56
8/11/2016,HAYWARD,"$556,000 ",1476,$377 ,60
6/24/2016,HAYWARD,"$605,000 ",1692,$358 ,60
5/17/2016,HAYWARD,"$575,000 ",1227,$469 ,60
4/15/2016,HAYWARD,"$525,000 ",1077,$487 ,62
10/13/2016,HAYWARD,"$525,000 ",1854,$283 ,74
8/9/2016,HAYWARD,"$525,000 ",1490,$352 ,65
8/11/2016,HAYWARD,"$560,000 ",1221,$459 ,65
10/31/2016,HAYWARD,"$510,000 ",1366,$373 ,65
4/27/2016,HAYWARD,"$591,000 ",1128,$524 ,60
3/22/2016,HAYWARD,"$565,000 ",1232,$459 ,52
6/22/2016,HAYWARD,"$555,000 ",1247,$445 ,65
4/22/2016,HAYWARD,"$539,000 ",1662,$324 ,64
12/8/2016,HAYWARD,"$527,000 ",1161,$454 ,61
11/1/2016,HAYWARD,"$540,000 ",1274,$424 ,61
6/15/2016,HAYWARD,"$551,000 ",1031,$534 ,66
10/14/2016,HAYWARD,"$545,000 ",1502,$363 ,86
9/20/2016,HAYWARD,"$550,000 ",1064,$517 ,52
7/14/2016,HAYWARD,"$565,000 ",1528,$370 ,74
5/9/2016,HAYWARD,"$570,000 ",1543,$369 ,66
2/9/2016,HAYWARD,"$530,000 ",1119,$474 ,61
7/1/2016,HAYWARD,"$570,000 ",1598,$357 ,76
12/2/2016,HAYWARD,"$550,000 ",1119,$492 ,60
9/9/2016,HAYWARD,"$585,000 ",1231,$475 ,62
10/10/2016,HAYWARD,"$538,000 ",1360,$396 ,65
10/12/2016,HAYWARD,"$543,000 ",1479,$367 ,58
10/14/2016,HAYWARD,"$555,000 ",1200,$462 ,61
7/18/2016,HAYWARD,"$575,000 ",1173,$490 ,58
3/11/2016,HAYWARD,"$595,000 ",1200,$496 ,56
6/30/2016,HAYWARD,"$545,000 ",1359,$401 ,59
10/25/2016,HAYWARD,"$530,000 ",1193,$444 ,67
3/14/2016,HAYWARD,"$525,000 ",1142,$460 ,62
6/2/2016,HAYWARD,"$530,000 ",1119,$474 ,61
2/8/2016,HAYWARD,"$530,000 ",740,$716 ,98
6/8/2016,HAYWARD,"$553,000 ",1119,$494 ,35
10/21/2016,HAYWARD,"$540,000 ",1119,$483 ,61
3/31/2016,HAYWARD,"$539,500 ",1501,$359 ,64
11/1/2016,HAYWARD,"$538,000 ",1164,$462 ,57
8/12/2016,HAYWARD,"$512,000 ",1215,$421 ,60
7/15/2016,HAYWARD,"$555,000 ",1119,$496 ,60
10/14/2016,HAYWARD,"$520,000 ",1793,$290 ,66
3/30/2016,HAYWARD,"$560,000 ",1462,$383 ,62
4/22/2016,HAYWARD,"$581,000 ",1327,$438 ,65
2/22/2016,HAYWARD,"$545,000 ",1410,$387 ,65
9/7/2016,HAYWARD,"$560,000 ",1600,$350 ,66
6/15/2016,HAYWARD,"$530,000 ",951,$557 ,67
8/26/2016,HAYWARD,"$538,000 ",1289,$417 ,65
4/15/2016,HAYWARD,"$638,000 ",1241,$514 ,69
1/26/2016,HAYWARD,"$568,000 ",1359,$418 ,57
2/15/2016,HAYWARD,"$519,000 ",,,65
7/22/2016,HAYWARD,"$538,000 ",1860,$289 ,61
6/6/2016,HAYWARD,"$560,000 ",1353,$414 ,61
5/26/2016,HAYWARD,"$606,000 ",1560,$388 ,60
11/1/2016,HAYWARD,"$539,000 ",1600,$337 ,58
8/12/2016,HAYWARD,"$575,000 ",1128,$510 ,59
8/17/2016,HAYWARD,"$555,000 ",1480,$375 ,61
